customer_id,chat_log,channel,message,send_time,reasoning,issue_status
116025,"[Customer]: @115937 Estimated delivery Wed, 25 Oct - Fri, 27 Oct
You have paid using PaisaPay on 21/10/17. 
but i havent received it yet on 1/11/17.
[Company]: @116025 Have you asked the seller yet where it is? See https://t.co/n4jUdNSd5z as they may be able to help out! ^D
[Customer]: @AskeBay I have contacted seller but my question to you is when will I receive my product. Your customer service says may be the awb no.  is wrong.
[Customer]: @AskeBay I don't care about that I want my product. . I wish I had not opted ebay.but in future I am not going to choose eBay . Because Its the worst
[Company]: @116025 The seller should have delivered it by then, but as you don't have it just see https://t.co/Yh3pSrspGY if the seller can't help! ^D
[Customer]: @AskeBay I haven't received it as of yet. And I have a contract with you for the delivery of product not with seller.
[Customer]: @AskeBay So, instead of telling me to contact the seller you guys should contact the seller.
[Company]: @116025 The contract is between you and the seller! They shipped it, but we protect you if you didn't get it if you open a case. ^D
[Customer]: @AskeBay I haven't received anything as of yet. I'll contact seller tomorrow morning. But your service is pathetic.
[Company]: @116025 Did you view our link? We can give a refund if you don't get it! Just look at our guarantee for steps on activating it. ^D
[Customer]: @AskeBay I am looking for the product. Let me tell you something. I bought a similar product on 9th of this month. But that was damaged  .
[Customer]: @AskeBay and so you have provided me the refund for that. But as I was mad about this product so I ordered the same product on 21st .
[Customer]: @AskeBay And I haven't received it yet so in layman terms you can say I'm Waiting for it from 9th of Oct. How much time can I wait.
[Customer]: @AskeBay I'm not looking for the refund. Just check my account and you would yourself condemn your service and worst packing .
[Customer]: @AskeBay The email address associated with my account is __email__ .
[Customer]: @AskeBay I would appreciate that I got the refund of my previous damaged product from eBay. But where are the timelines for delivery.
[Company]: @116025 Thank you for your reply. The estimate delivery date for this order will be available to view in your ‘Purchase History’.1/2
[Company]: @116025 If you still can't see this, please DM us your full name, Zip code &amp; item number &amp; we'll advise on this date for you. 2/2^ML
[Customer]: @AskeBay @2598 kindly check the above message and do the needful for your worst service.
[Customer]: @AskeBay And check with your team. Or else keep my fucking money as you guys have stressed me out. ?@61113
[Company - RECOMMENDED]: Dear Customer, I understand your frustration with the delayed delivery of your order and the previous damaged product. I sincerely apologize for the inconvenience this has caused. Given the length of this conversation and your continued dissatisfaction, I'd like to personally assist you. I'd like to schedule a call to discuss this further and find a resolution that meets your needs. Please let me know what time works best for you. We value your business and want to make things right.",scheduling_phone_call,"Dear Customer, I understand your frustration with the delayed delivery of your order and the previous damaged product. I sincerely apologize for the inconvenience this has caused. Given the length of this conversation and your continued dissatisfaction, I'd like to personally assist you. I'd like to schedule a call to discuss this further and find a resolution that meets your needs. Please let me know what time works best for you. We value your business and want to make things right.",2025-01-01T01:00:00Z,"The customer has expressed consistently negative sentiment and the conversation has exceeded 7 messages. The customer is clearly frustrated and wants the product, not a refund. A phone call allows for a more direct and empathetic approach to address the customer's concerns and potentially resolve the issue more quickly than continuing over Twitter. This also allows for a more personalized approach to de-escalate the situation.",escalated
116033,"[Customer]: 3rd call to @VirginAtlantic hoping everything is sorted, booked flights for 4 guys and 2 peoples details were incorrect should I be worried?
[Company]: @116033 Have you spoken to our team on the phone about this? What were you advised? ^H
[Customer]: @VirginAtlantic 3 times over an hour on the phone, let’s just hope everything is correct now I’d hate for something to be wrong for a special occasion
[Company]: @116033 Sorry to hear this process was so frustrating. ^N
[Company - RECOMMENDED]: @116033 We're so sorry to hear about the continued frustration with your booking. To ensure everything is correct for your special occasion, could you DM us your booking reference number? We'll investigate immediately and confirm all the details for you.",twitter_dm_reply,"@116033 We're so sorry to hear about the continued frustration with your booking. To ensure everything is correct for your special occasion, could you DM us your booking reference number? We'll investigate immediately and confirm all the details for you.",2025-01-01T00:08:00Z,"The customer is clearly frustrated after multiple calls and is worried about incorrect details for a special occasion. A direct message allows for a private exchange of sensitive information like the booking reference. Given the negative sentiment and the need for quick resolution, a prompt response is crucial. The conversation is short (4 messages), making Twitter DM a suitable channel. The message aims to address the customer's immediate concern by offering to investigate the booking details directly.",pending_customer_reply
116044,"[Customer]: @99 Hi, Will you be fixing the bugs and crashes on Zoo Tycoon: Ultimate Animal Collection Xbox One Version?

Many Thanks
[Company]: @116042 Hey there! We'd like to DM so we can collect more info, let us know when you're Following us? https://t.co/FIM7Ks4Co5  ^FH
[Customer]: @XboxSupport @116042 Yeah have to reboot game when animals become ill and the strikes and crisis come way to quickly
[Customer]: @XboxSupport @116042 Yes there are many bugs in this game, especially when you try and release animals
[Company - RECOMMENDED]: @116044 We understand your frustration with the bugs and crashes in Zoo Tycoon: Ultimate Animal Collection. We're sorry for the inconvenience. Could you please DM us with more details about the specific bugs you're encountering (e.g., when they occur, what animals are involved)? This will help us investigate and find a solution. Thanks!",twitter_dm_reply,"@116044 We understand your frustration with the bugs and crashes in Zoo Tycoon: Ultimate Animal Collection. We're sorry for the inconvenience. Could you please DM us with more details about the specific bugs you're encountering (e.g., when they occur, what animals are involved)? This will help us investigate and find a solution. Thanks!",2025-01-01T04:00:00Z,"The customer has reported a technical issue with negative sentiment. Since the conversation is short (4 messages), a twitter_dm_reply is appropriate for gathering more information. Given the negative sentiment and technical nature, sending the reply within 4-6 hours is ideal. The message acknowledges the customer's frustration, apologizes for the inconvenience, and requests specific details to help resolve the issue.",pending_customer_reply
116064,"[Customer]: SNES Classic will go up for Redcard members only at Target dot com at 7 AM PT November 1st https://t.co/5O5WXcpky2 https://t.co/hnRuz3CwmX
[Customer]: @116065 @AskTarget @116062 Can you do something similar for the Crota Funko Pop? This proves that you're capable of letting us know in advance when a limited product will go up for sale. You can still redeem yourselves for that fiasco of a launch. Please don't just randomly throw it up.
[Company]: @116064 Great Suggestion! We have shared your comments with our Marketing Team for review. Thanks for tweeting us.
[Customer]: @AskTarget Looks like Marketing Team didn't think that was a good idea. What is the motto for @116062 again? Something like ""lol Fuck Our Customers""?
[Company - RECOMMENDED]: @116064 We're sorry to hear you feel that way. We understand your frustration regarding the Crota Funko Pop launch. We'll be sure to pass your feedback along to the Marketing Team again and advocate for better communication in the future. We appreciate you bringing this to our attention.",twitter_dm_reply,@116064 We're sorry to hear you feel that way. We understand your frustration regarding the Crota Funko Pop launch. We'll be sure to pass your feedback along to the Marketing Team again and advocate for better communication in the future. We appreciate you bringing this to our attention.,2025-01-01T01:00:00Z,"The customer is expressing frustration and disappointment on Twitter. A quick, empathetic response via Twitter DM is the best way to acknowledge their feelings and show that we are listening. Given the conversation length is only 4 messages and the issue is a customer grievance, a twitter_dm_reply is appropriate. The customer has consistently negative sentiment, so a prompt response (1-2 hours) is warranted. The message acknowledges their frustration and assures them that their feedback will be shared again.",pending_customer_reply
116070,"[Customer]: @116068 I specifically turned off auto renew. Why the hell did you feel the need to change it? This is shady as hell. https://t.co/HPICov83MV
[Company]: @116069 I'm sorry you feel that way. It was a mistake that it wasn't setup automatically. A lot of people count on it. We emailed to 1/2
[Company]: @116069 2/2 be transparent about the fix. You can still turn it back on. ^Heather
[Customer]: @GoDaddyHelp @116069 Lies, i set mine to off myself, it was no error or mistake.
[Company - RECOMMENDED]: @116070 I understand your frustration with the auto-renewal. I'm truly sorry for the confusion and that you feel it was changed without your consent. I've checked your account and see the auto-renewal was indeed turned off. To ensure this doesn't happen again, I've added a note to your account. Could you please confirm if you were charged for a renewal after turning it off? If so, I'll gladly process a refund. - Heather",twitter_dm_reply,"@116070 I understand your frustration with the auto-renewal. I'm truly sorry for the confusion and that you feel it was changed without your consent. I've checked your account and see the auto-renewal was indeed turned off. To ensure this doesn't happen again, I've added a note to your account. Could you please confirm if you were charged for a renewal after turning it off? If so, I'll gladly process a refund. - Heather",2025-01-01T01:00:00Z,"The customer is expressing strong negative sentiment regarding a billing issue (auto-renewal). Since the conversation is short (4 messages) and the issue is a billing concern, a direct message on Twitter is appropriate for a quick and empathetic response. The message acknowledges the customer's frustration, confirms their setting, and offers a solution (refund) if they were charged. Given the negative sentiment and billing issue, a quick response is crucial.",pending_customer_reply
116073,"[Customer]: .@116072 I heard you guys were bad; after an install no-show &amp; 25+ min of being on hold, I'm thinking the rumors were true.
[Company]: @116073 I apologize for the poor experience you've had with us. If there is anything that I can help you with, please DM me. -Lexie
[Customer]: @CenturyLinkHelp Change your hold music from being a 2 min loop for the love of god.
[Customer]: @CenturyLinkHelp And give your call center people a raise for having to deal w/the nonsense created by your robot system that randomly cancels installations.
[Company - RECOMMENDED]: @116073 I understand your frustration with the no-show installation and long hold times. I'm truly sorry for the inconvenience. I'd like to investigate this immediately. Could you please DM me your account details so I can look into what happened and get this resolved for you? We'll also address the hold music and call center feedback.",twitter_dm_reply,@116073 I understand your frustration with the no-show installation and long hold times. I'm truly sorry for the inconvenience. I'd like to investigate this immediately. Could you please DM me your account details so I can look into what happened and get this resolved for you? We'll also address the hold music and call center feedback.,2025-01-01T01:00:00Z,"The customer is expressing a grievance on Twitter, and the conversation is short (4 messages). A quick response via Twitter DM is appropriate to acknowledge their frustration and gather more information. Given the negative sentiment and the installation issue, immediate action is needed. Addressing the hold music and call center feedback shows we are listening to all concerns.",pending_customer_reply
116083,"[Customer]: @115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠
[Company]: @116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP
[Customer]: @AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.
[Company]: @116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH
[Company - RECOMMENDED]: @116083 I understand your frustration with not being able to access your account and the Prime charges. I'm very sorry for the trouble. To help resolve this quickly, could you please DM us the email address associated with your Amazon account? We'll look into it right away. ^LH",twitter_dm_reply,"@116083 I understand your frustration with not being able to access your account and the Prime charges. I'm very sorry for the trouble. To help resolve this quickly, could you please DM us the email address associated with your Amazon account? We'll look into it right away. ^LH",2025-01-01T01:00:00Z,"The customer is having trouble accessing their account to cancel Prime and is being charged. The conversation is short (4 messages), and the issue is a billing/account access problem. Given the customer's negative sentiment and the need for a quick resolution, a Twitter DM reply is appropriate to gather the necessary information (email address) to investigate. This allows for a more private exchange of account details than a public tweet. The quick response time (1-2 hours) is chosen due to the customer's negative sentiment and the urgency of the billing issue.",pending_customer_reply
116085,"[Customer]: @AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?
[Company]: @116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO
[Customer]: @AmazonHelp So essentially still two separate accounts, just sharing payment info? I don't want my family to see my Christmas shopping list 😂
[Company - RECOMMENDED]: @116085 No worries, I understand the Christmas shopping secrecy! 😉 Yes, you're right. Adding someone to your Amazon Household primarily shares payment methods and digital content. Each adult maintains their own separate account with their own wishlists, order history, and photos. Let me know if you have any other questions!",twitter_dm_reply,"@116085 No worries, I understand the Christmas shopping secrecy! 😉 Yes, you're right. Adding someone to your Amazon Household primarily shares payment methods and digital content. Each adult maintains their own separate account with their own wishlists, order history, and photos. Let me know if you have any other questions!",2025-01-01T00:46:00Z,"The customer is looking for a quick clarification on a relatively simple issue. A Twitter DM reply is the most efficient way to address this. The message confirms their understanding and offers further assistance, addressing their concern about privacy. The sentiment is neutral, so a quick, friendly response is appropriate.",resolved
116086,"[Customer]: Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!
[Company]: @116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG
[Company - RECOMMENDED]: @116086 We're so sorry your order is being dispatched separately! That's definitely frustrating. Let me look into why this happened and see if we can consolidate the shipments or offer a solution. Could you please DM me your order number so I can investigate?",twitter_dm_reply,@116086 We're so sorry your order is being dispatched separately! That's definitely frustrating. Let me look into why this happened and see if we can consolidate the shipments or offer a solution. Could you please DM me your order number so I can investigate?,2025-01-01T01:00:00Z,"The customer is clearly frustrated with the multiple dispatches. A quick, empathetic response via Twitter DM is appropriate given the short conversation length and the nature of the issue (order/delivery problem). Asking for the order number allows for immediate investigation and a potential solution. Given the customer's history of negative sentiment, addressing the issue quickly and empathetically is crucial.",pending_customer_reply
116091,"[Customer]: Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp
[Company]: @116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH
[Customer]: @AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.
[Company]: @116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL
[Customer]: @AmazonHelp Already have and the assistance I received was absolutely useless and rude.
[Company - RECOMMENDED]: @116091 I'm so sorry to hear about the counterfeit items and the unhelpful experience you had. That's definitely not the standard we aim for. I've escalated this internally to our specialized team who handle counterfeit issues. They will be reaching out to you directly via DM within the next 24 hours to investigate and resolve this. Please keep an eye out for their message. We appreciate your patience.",twitter_dm_reply,@116091 I'm so sorry to hear about the counterfeit items and the unhelpful experience you had. That's definitely not the standard we aim for. I've escalated this internally to our specialized team who handle counterfeit issues. They will be reaching out to you directly via DM within the next 24 hours to investigate and resolve this. Please keep an eye out for their message. We appreciate your patience.,2025-01-01T00:25:00Z,"Given the customer's negative sentiment, escalated complaint, and the fact that they've already contacted support with a negative outcome, a quick and empathetic response is crucial. While a phone call might seem appropriate, the customer has already indicated dissatisfaction with phone support. A DM allows for a more direct and personalized approach, acknowledging their frustration and assuring them that the issue is being escalated to a specialized team. The conversation length is also within the limit for Twitter DM. The quick send time is due to the escalated nature and negative sentiment.",escalated
116098,"[Customer]: Why is “I️” keep changing to this and how do I️ stop it🤦🏽‍♀️ @115858 @AppleSupport #anybody https://t.co/urzAfSZL5z
[Company]: @116098 We definitely understand your concern. Please backup your iPhone, update and let us know the result: https://t.co/ahjigcvFRG
[Customer]: @AppleSupport I️ just updated it and it’s still coming up https://t.co/22RZsQyTbh
[Company]: @116098 Let's dig into this further with you. DM us and we'll continue there.
[Company - RECOMMENDED]: @116098 We're sorry the update didn't fix the issue with the 'I️' autocorrect. Since it's still happening, let's try some troubleshooting steps. Could you please DM us with the following: 1) Your iPhone model, 2) Your current iOS version (even though you updated), and 3) A screenshot of your keyboard settings? We'll do our best to get this sorted out for you!",twitter_dm_reply,"@116098 We're sorry the update didn't fix the issue with the 'I️' autocorrect. Since it's still happening, let's try some troubleshooting steps. Could you please DM us with the following: 1) Your iPhone model, 2) Your current iOS version (even though you updated), and 3) A screenshot of your keyboard settings? We'll do our best to get this sorted out for you!",2025-01-01T04:00:00Z,"The customer has a technical issue that is not yet resolved after the initial suggestion. Since the conversation is short (4 messages) and the issue seems relatively simple, continuing on Twitter DM is appropriate. Given the customer's negative sentiment and the fact that the initial suggestion didn't work, sending the reply within 4-6 hours is appropriate. The message acknowledges the customer's frustration, asks for specific information to troubleshoot, and assures them that we're working to resolve the issue.",pending_customer_reply
116103,"[Customer]: @115858 my PHONE app doesn’t work. Thank you for updating my #iPhone to an #ipod
[Company]: @116102 We want you to be able to make calls on the iPhone. What exactly is going on with the Phone app?
[Customer]: @AppleSupport I just get a white screen and nothing loads. After a short time, it just closes/crashes. Thanks for the reply.
[Company]: @116102 Which model do you have and is iOS 11.1 installed on it? Any steps tried so far?
[Customer]: @AppleSupport iPhone 6, yes ios11. Checked for updates, none available. I’ve swiped up to close the app several times and I’ve restarted it 2x
[Company]: @116102 To make sure, is iOS 11.1 showing here: Settings &gt; General &gt; About &gt; Version? Please DM us the answer here: https://t.co/GDrqU22YpT
[Customer]: @AppleSupport @116102 Battery life just got worst.
[Company]: @116103 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT
[Customer]: @AppleSupport Sent twice. Don’t know if the first one went through but no reply either way.
[Company - RECOMMENDED]: @116103 We sincerely apologize for the delayed response and the ongoing issues with your iPhone 6 after the iOS 11.1 update. We understand your phone app is crashing and battery life has worsened. Since we haven't been able to resolve this via Twitter DM, and given the complexity, we'd like to schedule a call with one of our specialists to troubleshoot this in real-time. Please schedule a convenient time here: [link to scheduling tool]. We appreciate your patience.",scheduling_phone_call,"@116103 We sincerely apologize for the delayed response and the ongoing issues with your iPhone 6 after the iOS 11.1 update. We understand your phone app is crashing and battery life has worsened. Since we haven't been able to resolve this via Twitter DM, and given the complexity, we'd like to schedule a call with one of our specialists to troubleshoot this in real-time. Please schedule a convenient time here: [link to scheduling tool]. We appreciate your patience.",2025-01-01T01:00:00Z,"The customer has been waiting for a response for several days and has already sent DMs twice without a reply. The conversation length is also 9 messages, exceeding the threshold for a simple Twitter DM resolution. The customer's negative sentiment and the technical nature of the issue (crashing app, battery drain) necessitate a more direct and interactive approach. Scheduling a phone call allows for real-time troubleshooting and a more personalized experience, increasing the likelihood of resolution. The customer's frequent negative sentiment also suggests a need for immediate and direct attention.",escalated
116111,"[Customer]: Bruh can someone at @115873 @Uber_Support get back to me on my Dms 😒😒😒😒
[Company]: @116111 Here to help! Send us a note via https://t.co/zJ6aIZinzb so our team can connect.
[Customer]: @Uber_Support I already dm y'all about 30 mins ago, check it out it is long and detailed.
[Company]: @116111 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!
[Customer]: @Uber_Support  https://t.co/Fc42zHkmDA
[Company - RECOMMENDED]: @116111 We understand your frustration with the wait. We've reviewed your DM and are actively working on a solution. We'll provide an update within the next hour. Thanks for your patience.",twitter_dm_reply,@116111 We understand your frustration with the wait. We've reviewed your DM and are actively working on a solution. We'll provide an update within the next hour. Thanks for your patience.,2025-01-01T00:30:00Z,"The customer is clearly frustrated and has been waiting for a response. Since the conversation is short (5 messages) and the issue seems to be a grievance, a quick reply via Twitter DM is appropriate. Acknowledging their frustration and providing a timeframe for an update addresses their immediate concern and shows empathy. Given the negative sentiment and the fact that they've already sent a DM, a prompt response is crucial.",in_progress
116127,"[Customer]: @Uber_Support I have submitted complain against over charging but still not response from uber support!!!!
[Company]: @116127 Here to help! Please DM (direct message) us your email address so we can follow up. Thanks!
[Customer]: @Uber_Support pls check dm
[Company - RECOMMENDED]: @116127 We understand your frustration with the overcharging issue and apologize for the delay in response. We've received your DM and are looking into it now. We'll update you within the next hour.",twitter_dm_reply,@116127 We understand your frustration with the overcharging issue and apologize for the delay in response. We've received your DM and are looking into it now. We'll update you within the next hour.,2025-01-01T07:47:00Z,"The customer is already communicating via Twitter DM, and the conversation length is short (3 messages). Given the customer's negative sentiment and the nature of the issue (billing), a quick response acknowledging their frustration and promising a prompt update is the best approach. Since the customer has already DM'd, continuing on that channel is most efficient. The customer's frequent negative sentiment suggests a need for a quick and empathetic response.",pending_customer_reply
116145,"[Customer]: Look what @AmericanAir did to my bag. https://t.co/QUeBqf8JJf
[Company]: @116145 We always want to take care of your bags. We're you able to file a claim with our Baggage team?
[Customer]: @AmericanAir No I was not able to
[Company]: @116145 Our team will need to assess the damage in person, please see an agent for assistance.
[Customer]: @AmericanAir I was long gone from the airport by then
[Company]: @116145 An airport agent will be happy to take a look at your bag to assist with a claim but damage must be assessed in person.
[Customer]: @AmericanAir Well how much does that help me now?
[Company]: @116145 We're sorry for your frustration. Any damage must be assessed in person within 24 hours of arrival by airport personnel.
[Company - RECOMMENDED]: Hi there, I understand your frustration with the damaged bag and the difficulty in filing a claim after leaving the airport. I sincerely apologize for the inconvenience. Since assessing the damage in person is proving difficult, I'd like to offer a phone call to discuss alternative solutions and explore options for compensation. Would you be available for a brief call in the next hour? Please let me know a time that works for you.",scheduling_phone_call,"Hi there, I understand your frustration with the damaged bag and the difficulty in filing a claim after leaving the airport. I sincerely apologize for the inconvenience. Since assessing the damage in person is proving difficult, I'd like to offer a phone call to discuss alternative solutions and explore options for compensation. Would you be available for a brief call in the next hour? Please let me know a time that works for you.",2025-01-01T01:00:00Z,"The customer is clearly frustrated and the conversation has reached 8 messages without resolution. Given the customer's consistently negative sentiment and the nature of the problem (damaged luggage), a phone call is the best way to offer personalized assistance and explore alternative solutions beyond the standard airport assessment. This allows for a more empathetic and flexible approach to resolving the issue.",escalated
116148,"[Customer]: @115911    Who’s looking in your window at night https://t.co/gkUco6aO01
[Company]: @116148 :o Creepy! Happy Halloween! *ArynH
[Company - RECOMMENDED]: @116148 Hi there! That's definitely a creepy tweet! Is there anything specific happening that made you post this? Are you experiencing any issues with your security system or cameras? Let us know so we can help! *ArynH",twitter_dm_reply,@116148 Hi there! That's definitely a creepy tweet! Is there anything specific happening that made you post this? Are you experiencing any issues with your security system or cameras? Let us know so we can help! *ArynH,2025-01-01T00:33:00Z,"The customer's tweet is unusual and potentially indicates a security concern. Since the conversation is short (2 messages) and the issue is not clearly technical, a quick Twitter reply is appropriate to gauge the situation and offer initial assistance. The message is empathetic and asks clarifying questions to understand the underlying problem. Given the Halloween context and the customer's neutral sentiment history, it's best to start with a lighthearted but concerned approach.",pending_customer_reply
116152,"[Customer]: Wow!! Honored to be one of @2896’s #TheBraveOnes!!  https://t.co/ORNLBSYzDp
[Customer]: @115913 @2896 I made a mistake a big dumb mistake. I ported my lines to another service. Less then month ago. I miss T-Mobile. Can I come back and have my formal plan please? Should I talk to @116154 team? Because customer service told me I can’t go to my formal plan.
[Company]: @116151 @115913 We'd love to see you back on the UnCarrier. DM us and we'll chat reunion options: https://t.co/cuEwtd2epS *DanKing
[Customer]: @TMobileHelp @115913 John I try to come back to T-Mobile but they want me to go to the store. Maybe @116154 team can help because customer service want me to go to the stores maybe I just stay will my current service. Don’t seem like u guy want me back
[Customer]: @TMobileHelp @115913 @116154 Don’t get why they are asking for my password
[Company]: @116151 @115913 @116154 I've sent you a DM with some information, let's get this fixed. https://t.co/PbJEgtqanO *JeromyBingham
[Customer]: @TMobileHelp @115913 @116154 So you @115913 know! been trying to chat but your team is asking for a pin or password I don’t have. Making me feel like you don’t want me back
[Company]: @116151 @115913 We absolutely want you back and we will find a solution today. We see your DM, we will be responding https://t.co/PbJEgtqanO *JeromyBingham
[Customer]: @TMobileHelp @115913 I send DM over to you guys Cassy or Jason were helping me
[Company]: @116151 @115913 Thank you so much for the DM. We'll be responding in kind shortly for you! https://t.co/lH0SH5fy2m *MikeRice
[Customer]: @TMobileHelp @115913 Thanks!
[Company]: @116151 @115913 I've got your DM and will reply shortly. Welcome back! *ZachRicketts
[Customer]: @TMobileHelp @115913 John why I am having so much trouble coming back
[Company]: @116151 @115913 Please meet me back in DM, we'll discuss this further. *ZachRicketts
[Customer]: @TMobileHelp @115913 I am not going to a store!  I spend Sunday 6 hours trying to come back and tweeting. Today you are making me go back and front for 1 and 1/2 hours. No Worth it
[Customer]: @TMobileHelp @115913 8 hours total  over 3 days and still working on coming back. Why @115913 ?
[Customer]: @116151 @TMobileHelp @115913 what is happening in this conversation
[Customer]: @116151 @TMobileHelp @115913 Because you sound like an idiot. After reading your post you don't know your password the same password you had when you was a customer just a month ago. You sound like a troll. Your the one making this hard you idiot. Can't believe how stupid this generation has become
[Customer]: @TMobileHelp @116151 @115913 Quit begging for this idiots business
[Customer]: @116152 @116151 @TMobileHelp @115913 This guy is a fool and a troll.
[Customer]: @116152 @116151 @TMobileHelp @115913 I'm not even a T-Mobile customer. And people like this piss me off. Trolling losers.
[Company - RECOMMENDED]: Hi there! I understand your frustration with the difficulty you've experienced trying to rejoin T-Mobile. I sincerely apologize for the inconvenience and the time you've spent on this. To ensure we resolve this quickly and efficiently, I'd like to schedule a brief phone call to discuss your situation and explore the best options for you. Please let me know what time works best for you in the next hour. We value you and want to make this right.",scheduling_phone_call,"Hi there! I understand your frustration with the difficulty you've experienced trying to rejoin T-Mobile. I sincerely apologize for the inconvenience and the time you've spent on this. To ensure we resolve this quickly and efficiently, I'd like to schedule a brief phone call to discuss your situation and explore the best options for you. Please let me know what time works best for you in the next hour. We value you and want to make this right.",2025-01-21T01:00:00Z,"The customer has been trying to resolve this issue for several days and is clearly frustrated. The conversation length is 21 messages, indicating a complex issue that hasn't been resolved through text-based communication. Given the customer's consistently negative sentiment and the complexity of the issue, scheduling a phone call is the best approach to provide personalized support and expedite resolution. A phone call allows for real-time troubleshooting and a more empathetic interaction, which is crucial given the customer's frustration. Offering a call within the next hour addresses the urgency of the situation.",escalated
116161,"[Customer]: @SouthwestAir I have two vouchers but can't seem to track down my confirmation numbers. Anyway to look them up? Thanks!
[Company]: @116161 Hey, Jennifer. You have two travel funds, correct? Unfortunately, we don't track travel funds. Do you possibly have the emails? ^SL
[Customer]: @SouthwestAir Found it!! But doesn't seem to work, can you check if funds are available?
[Company]: @116161 You can check out what's available here: https://t.co/q1z88DQ3lg ^SL
[Company - RECOMMENDED]: @116161 Hi Jennifer, I'm sorry to hear you're having trouble using your travel funds. To help me look into this for you, could you please DM me the confirmation numbers you found? I'll be happy to check their status and see why they might not be working. Thanks!",twitter_dm_reply,"@116161 Hi Jennifer, I'm sorry to hear you're having trouble using your travel funds. To help me look into this for you, could you please DM me the confirmation numbers you found? I'll be happy to check their status and see why they might not be working. Thanks!",2025-01-01T00:42:00Z,"The customer is having trouble using their travel funds and has already found the confirmation numbers. Since the conversation is short (4 messages) and the issue is relatively straightforward (checking the status of travel funds), a quick reply via Twitter DM is appropriate. Asking for the confirmation numbers in a DM ensures privacy. The message is empathetic and provides a clear next step for the customer.",pending_customer_reply
116172,"[Customer]: @115714 chk ur latest bill. I paid for note 8 shipping w/debit when ordered. Latest bill shows ship charge. This happened to other friends.
[Company]: @116172 Hey :)! Let's look into this, DM us. -CS
[Customer]: @sprintcare I called customer care when I tweeted this and they said double charge would be credited. Still no credit.
[Company - RECOMMENDED]: @116172 We're so sorry to hear the credit hasn't been applied yet! We understand your frustration. Let's get this sorted out right away. Could you please DM us your account details so we can investigate the status of the credit and ensure it's applied promptly? -CS",twitter_dm_reply,@116172 We're so sorry to hear the credit hasn't been applied yet! We understand your frustration. Let's get this sorted out right away. Could you please DM us your account details so we can investigate the status of the credit and ensure it's applied promptly? -CS,2025-01-01T01:00:00Z,"The customer is experiencing a billing issue and has already contacted customer care once. The conversation is short (3 messages), so a Twitter DM is appropriate for a quick follow-up. Given the customer's negative sentiment and the fact that the promised credit hasn't been applied, it's important to respond quickly and empathetically. Requesting account details via DM allows for a private investigation and resolution.",pending_customer_reply
116176,"[Customer]: I've never had a rude cable guy before until forced to switch to @115955 😒 the people on the phone were rude and now this dude?
[Company]: @116176 My apologies for any frustrations or poor service you’ve experienced Desiree. Is there anything I may be able to help with? ^AP .
[Customer]: @Ask_Spectrum No,  it's done now. Just remember to practice kindness with customers please. I don't understand why everyone has been so rude thus far.
[Customer]: @Ask_Spectrum Very disappointing,  to say the least, and unacceptable in my own home.  I'm still shocked.
[Company]: @116176 I'm very sorry to hear that Desiree. This is never a way we'd like to treat any of our valued customers. Please l... https://t.co/ESVASOfHty
[Company - RECOMMENDED]: Desiree, I'm truly sorry to hear about the rude behavior you experienced both on the phone and with the technician. That's not the standard we aim for at @115955. While you mentioned the issue is resolved, I want to ensure your satisfaction. Could you DM me some details about your experience so I can document this and ensure it's addressed with the appropriate teams? We value your feedback.",twitter_dm_reply,"Desiree, I'm truly sorry to hear about the rude behavior you experienced both on the phone and with the technician. That's not the standard we aim for at @115955. While you mentioned the issue is resolved, I want to ensure your satisfaction. Could you DM me some details about your experience so I can document this and ensure it's addressed with the appropriate teams? We value your feedback.",2025-01-01T01:00:00Z,"The customer has expressed a grievance and is clearly upset. While they state the issue is 'done now,' they are still expressing disappointment and shock. A direct message on Twitter allows for a more private conversation to gather details about the incident. Given the negative sentiment and the need to address the rude behavior, it's important to gather more information to prevent similar incidents in the future. The conversation length is short (5 messages), making Twitter DM appropriate. Acknowledging their frustration and offering to document the issue demonstrates empathy and a commitment to improvement.",pending_customer_reply
